,values,label,color,color_label
k1unfavfo,0.0027269797818899365,"Availability of ""unfavorable"" food stores (without alcohol, 1 mile, kernel density)",2.0,Environmental
intcnt1,0.0026945678465410297,Number of intersections (1 mile buffer),2.0,Environmental
k1walk,0.002616555262367201,"Availability of walking (1 mile, kernel density)",2.0,Environmental
k0totfood,0.0025243494075046107,"Availability of food stores (1/2 mile, kernel density)",2.0,Environmental
occup_i,0.0024589611587770175,Managerial occupation (% population),2.0,Environmental
pov,0.002425783661816317,Living below poverty level (% population),2.0,Environmental
s0ipai,0.0024050460782869035,"Availability of physical and instructional activities (1/2 mile, simple density)",2.0,Environmental
trigs,0.002329222088924888,Triglycerides ,3.0,Standard
s3ipai,0.0021560215398376548,"Availability of physical and instructional activities (3 mile, simple density)",2.0,Environmental
s3pai,0.0021181070135226606,"Availability of physical, instructional, and water activities (3 mile, simple density)",2.0,Environmental
netratio14,0.0020848850676049033,"Street connectivity (1/4 mile, higher scores = better connectivity)",2.0,Environmental
pret0,0.0020717963254869246,Retail land use (% in 1/2 mile),2.0,Environmental
k0walk,0.0017273186259220315,"Availability of walking (1/2 mile, kernel density)",2.0,Environmental
k1totstr,0.0017032596206078589,"Availability of any stores (1 mile, kernel density)",2.0,Environmental
s0unfavfo,0.0016095784998445904,"Availability of ""unfavorable"" food stores (without alcohol, 1/2 mile, simple density)",2.0,Environmental
k1unfav,0.0015887735311001234,"Availability of ""unfavorable"" food stores (1 mile, kernel density)",2.0,Environmental
pcom1,0.0015588524415775691,Commercial real estate (% in 1 mile),2.0,Environmental
s0unfav,0.0013959275297001745,"Availability of ""unfavorable"" food stores (1/2 mile, simple density)",2.0,Environmental
crowd_gt1_ppr,0.0011935348425512347,Household crowding (% with > 1 person/room),2.0,Environmental
k1totfood,0.0011701871109511786,"Availability of food stores (1 mile, kernel density)",2.0,Environmental
popdenkm14,0.0009420006638861945,Population density (per square km 1/4 mile),2.0,Environmental
k0unfav,0.0008607524537998236,"Availability of ""unfavorable"" food stores (1/2 mile, kernel density)",2.0,Environmental
s3totfood,0.0007689066475220416,"Availability of food stores (3 mile, simple density)",2.0,Environmental
popdenmi14,0.0007659276542852111,Population density (per square mile 1/4 mile),2.0,Environmental
k3walk,0.0007111708457955769,"Availability of walking (3 mile, kernel density)",2.0,Environmental
s0pai,0.0006841053908035541,"Availability of physical, instructional, and water activities (1/2 mile, simple density)",2.0,Environmental
popdenkm0,0.0006027618101460525,Population density (per square km 1/2 mile),2.0,Environmental
weeklystress,0.00028614158108780153,Weekly stress,0.0,Psychosocial
pret14,0.0001418675060099121,Retail land use (% in 1/4 mile),2.0,Environmental
pres14,0.0001378210667423588,Residential land use (% in 1/4 mile),2.0,Environmental
inc_pubass,9.969604169101044e-05,Public assistance (% population),2.0,Environmental
s1unfavfo,9.348154259207e-05,"Availability of ""unfavorable"" food stores (without alcohol, 1 mile, simple density)",2.0,Environmental
inc_medhh,-1.665908185243309e-07,Household income (median),2.0,Environmental
dailydiscr,-8.530001502871528e-05,Daily discrimination,0.0,Psychosocial
s3walk,-0.00012970979171847001,"Availability of walking (3 mile, simple density)",2.0,Environmental
s3unfav,-0.0001604655387684346,"Availability of ""unfavorable"" food stores (3 mile, simple density)",2.0,Environmental
k0soc,-0.0002158528035277091,"Availability of social engagement activities (1/2 mile, kernel density)",2.0,Environmental
birth_foreign,-0.0002874924782119117,Foreign born (% population),2.0,Environmental
dbp,-0.0002933162680096794,Diastolic blood pressure,3.0,Standard
k3unfav,-0.00034541743536483423,"Availability of ""unfavorable"" food stores (3 mile, kernel density)",2.0,Environmental
k3pai,-0.00036506713450577274,"Availability of physical, instructional, and water activities (3 mile, kernel density)",2.0,Environmental
k1soc,-0.00037473646508507356,"Availability of social engagement activities (1 mile, kernel density)",2.0,Environmental
s1soc,-0.00039786654147800786,"Availability of social engagement activities (1 mile, simple density)",2.0,Environmental
hu_sampleocc,-0.0005719326998612149,Occupied households (%),2.0,Environmental
s3totstr,-0.0006605252205494128,"Availability of any stores (3 mile, simple density)",2.0,Environmental
s1totstr,-0.000880509936273887,"Availability of any stores (1 mile, simple density)",2.0,Environmental
age,-0.001010640507403537,Age,3.0,Standard
k0unfavfo,-0.0011019979025506145,"Availability of ""unfavorable"" food stores (without alcohol, 1/2 mile, kernel density)",2.0,Environmental
k1ipai,-0.0011273735678332276,"Availability of physical and instructional activities (1/2 mile, kernel density)",2.0,Environmental
bmi,-0.0011646210669168896,BMI,3.0,Standard
intcnt14,-0.0015890944384299834,Number of intersections (1/4 mile buffer),2.0,Environmental
s1ipai,-0.0015919562855201993,"Availability of physical and instructional activities (1/2 mile, simple density)",2.0,Environmental
inlucounty,-0.0018675268140661404,County boundary for land use data (outside or within),2.0,Environmental
popdenmi0,-0.0020021644908573945,Population density (per square mile 1/2 mile),2.0,Environmental
s1fav,-0.0020538683234385255,"Availability of ""favorable"" food stores (1 mile, simple density)",2.0,Environmental
s1pai,-0.0021127985330199298,"Availability of physical, instructional, and water activities (1 mile, simple density)",2.0,Environmental
k1opai,-0.00213663920210612,"Availability of outdoor activities (1 mile, kernel density)",2.0,Environmental
race_hisp,-0.0021559887975260393,Hispanic (% population),2.0,Environmental
notinlaborforce,-0.0022981281998441586,Population not in labor force (%),2.0,Environmental
alc,-0.0023108673099114124,Alcohol (drinking in past 12 months),3.0,Standard
netratio1,-0.0024071365281972223,"Street connectivity (1 mile, higher scores = better connectivity)",2.0,Environmental
educ_minba,-0.0025039608497428186,Bachelor degree (% population 25 and over),2.0,Environmental
race_blacknh,-0.0025345932905090226,Non-Hispanic Black (%population),2.0,Environmental
scpca_uebe,-0.002637839381482035,Neighborhood social cohesion (weighted PCA factor score),2.0,Environmental
unemployed,-0.0027592124586845166,Unemployment (% population),2.0,Environmental
k3fav,-0.003021204195333498,"Availability of ""favorable"" food stores (3 mile, kernel density)",2.0,Environmental
occupation_employed,-0.0030635379612461754,Currently employed),5.0,Socioeconomic
alcw,-0.003137377699677451,Alcohol (average drinks per week),3.0,Standard
s1walk,-0.003151485791847045,"Availability of walking (1 mile, simple density)",2.0,Environmental
s0totstr,-0.00334112475219549,"Availability of any stores (1/2 mile, simple density)",2.0,Environmental
s3opai,-0.0034315945249369837,"Availability of outdoor activities (3 mile, simple density)",2.0,Environmental
intcnt0,-0.003452138862657877,Number of intersections (1/2 mile buffer),2.0,Environmental
s1totfood,-0.003487990079754782,"Availability of food stores (1 mile, simple density)",2.0,Environmental
k3ipai,-0.0036071130770010985,"Availability of physical and instructional activities (3 mile, kernel density)",2.0,Environmental
k1pai,-0.0042717630313576305,"Availability of physical, instructional, and water activities (1 mile, kernel density)",2.0,Environmental
k3mrfei_noalc,-0.004361858138644473,"Retail food environment index (without alcohol, 3 mile kernel density)",2.0,Environmental
k0fav,-0.004563835370302756,"Availability of ""favorable"" food stores (1/2 mile, kernel density)",2.0,Environmental
hucost_medownval,-0.005084705293604216,Household cost (median),2.0,Environmental
s3mrfei_noalc,-0.005096699682701113,"Retail food environment index (without alcohol, 3 mile simple density)",2.0,Environmental
race_whitenh,-0.005201358277519399,Non-Hispanic White (% population),2.0,Environmental
s0mrfei_tot,-0.005436841210818061,"Retail food environment index (with alcohol, 1/2 mile simple density)",2.0,Environmental
k0mrfei_tot,-0.005903070928658488,"Retail food environment index (with alcohol, 1/2 mile kernel density)",2.0,Environmental
k1fav,-0.005936697771904348,"Availability of ""favorable"" food stores (1 mile, kernel density)",2.0,Environmental
s1unfav,-0.006229682612316192,"Availability of ""unfavorable"" food stores (1 mile, simple density)",2.0,Environmental
s0soc,-0.006400034192236544,"Availability of social engagement activities (1/2 mile, simple density)",2.0,Environmental
k3mrfei_tot,-0.007172713014996191,"Retail food environment index (with alcohol, 3 mile kernel density)",2.0,Environmental
race_asiannh,-0.007658347834136122,Non-Hispanic Asian (% population),2.0,Environmental
s3mrfei_tot,-0.00840189932232956,"Retail food environment index (with alcohol, 3 mile simple density)",2.0,Environmental
pret1,-0.008457592838490166,Retail land use (% in 1 mile),2.0,Environmental
occupation_not_employed,-0.01264390723899375,Not employed),5.0,Socioeconomic
fmlyinc,-0.01577506306833703,Family income,5.0,Socioeconomic
privatepublicins_0.0,-0.025821705031787556,Insurance status - Uninsured,5.0,Socioeconomic
insured,-0.027554328149912453,Insured,5.0,Socioeconomic
s0opai,-0.06260469496079124,"Availability of outdoor activities (1/2 mile, simple density)",2.0,Environmental
